,Ex.,Name,Ticker,QMV($),HQ Region,HQ Location,Sector,Sub Sector,description
1278,TSXV,Group Ten Metals Inc.,PGE,425581.74,Canada,BC,Mining,,"Group Ten Metals Inc is a Canadian mineral exploration company focused on the development of platinum, palladium, nickel, copper, cobalt, and gold exploration assets in top North American mining jurisdictions. The company's core asset is the Stillwater West PGE-Ni-Cu project in Montana, USA. It also holds the high-grade Black Lake-Drayton Gold project in northwest Ontario, and the Kluane PGE-Ni-Cu project on trend with Nickel Creek Platinum's Wellgreen deposit in Canada's Yukon Territory."
1279,TSXV,Growmax Resources Corp.,GRO,29149962.075,Canada,AB,Mining,,"GrowMax Resources Corp is a Canada-based company engaged in the exploration of near-surface phosphates, potash and other minerals, and potential development of a fertilizer project in Peru. It is focused on exploration and development of phosphate and potassium-rich brine resources on its Bayovar Property, which is located in the Sechura Desert in northwestern Peru. In addition to the phosphate and brine resource development projects, the company is focused on the production of fertilizer products for the regional market."
1280,TSXV,GT Gold Corp.,GTT,2102833.3,Canada,BC,Mining,,"GT Gold Corp is a new company focused on exploring for gold in the terrain of British Columbia's Golden Triangle. Its only operating segments include the acquisition, exploration, and development of mineral properties in Canada. The company's flagship asset is the wholly-owned Tatogga property, located off highway 37 in northern British Columbia."
1281,TSXV,GTA Resources and Mining Inc.,GTA,2051342.75,Canada,ON,Mining,,"GT Advanced Technologies Inc is a diversified technology company producing advanced materials and equipment for the global consumer electronics, power electronics, solar and LED industries. It operates the company as one business unit comprised of three business segments, sapphire business, polysilicon business and photovoltaic, or PV, business. the company's principal products include Polysilicon Technologies and Equipment, Silicon Crystal Growth Equipment, Sapphire Crystal Growth Equipment, Advanced Sapphire Material, Silicon Carbide Crystal Growth Equipment. The company generates the majority of its revenue from polysilicon business."
1282,TSX,Guardian Capital Group Limited,GCG.A,697890347.36,Canada,ON,Financial Services,,"Guardian Capital Group Ltd is a financial service company. The company is engaged in providing investment management services to private wealth clients pension plan sponsors, broker dealer third-party platforms, closed-end funds, Exchange Traded Funds and mutual funds, endowment funds, and foundations. It also provides financial advisory services to an insurance managing general agency, a mutual fund dealer, and a securities dealer. The company manages its business in three segments namely investment management, financial advisory, and corporate activities. It generates a majority of its revenue from the Financial Advisory segment. Geographically, it generates maximum revenue from Canada."
1283,TSXV,Guardian Exploration Inc.,GX,409615.03,Canada,AB,Oil & Gas,,"Guardian Exploration Inc is engaged in the exploration, development, and production of oil and natural gas properties in Western Canada and the State of Montana in the United States."
1284,TSXV,Guerrero Ventures Inc.,GV,522519.63,Canada,BC,Mining,,"GVIC Communications Corp operates in three segments throughout Canada, the United States, the United Kingdom, and Australia. These segments are Environmental and Property Information, Commodity Information and Community Media. Environmental, Property and Financial Information includes the business to business content, marketing solutions and data information products which are environmental and property-related. Commodity Information includes the business to business content, marketing solutions and data information products which are agriculture, energy and mining-related. The Community Media segment, which is the key revenue driver, includes community media assets and related digital and printing operations."
1285,TSXV,Gulf & Pacific Equities Corp.,GUF,5216217.825,Canada,ON,Real Estate,Real Estate Operating Companies,"Gulf & Pacific Equities Corp is a Canada-based company, which owns and operates commercial rental properties in Western Canada. It acquires, manages and develops anchored shopping malls in rural centres in Alberta and British Columbia. The company's portfolio consists of over three properties located in Northern Alberta. These properties comprise of St. Paul Shopping Centre, Three Hills, and Tri-City Mall."
1286,TSXV,Gungnir Resources Inc.,GUG,2529951.4,Canada,BC,Mining,,"Gungnir Resources Inc is a mineral exploration company. It is focused on acquiring and exploring gold and base metal projects. Its projects include Knaften, norrbotten, and Rormyrberget and Lappvattnet. It engages in exploring Copper, Nickel, Gold, Zinc and other base metals."
1287,TSXV,Gunpoint Exploration Ltd.,GUN,11745432.0,Canada,BC,Mining,,"Gunpoint Exploration Ltd is engaged in the acquisition and exploration of precious metals located in the United States, Mexico, and Guatemala. The company's project includes Talapoosa, La Cecilia, La Gitana, and Cerro Minas Project. The Talapoosa property is a low-sulphidation gold and silver property in the walker lane gold trend of western Nevada, approximately 45 kilometers east of Reno. Its La Cecilia project is located in Sonora state Mexico and covering approximately 800 hectares. The La Gitana and Cerro Minas Project are situated in Oaxaca state, Mexico. The company's geographical segments are Canada, Mexico, the United States, and others."
1288,TSX,Guyana Goldfields Inc.,GUY,939571831.0,Canada,ON,Mining,,"Guyana Goldfields Inc is a Canadian based mid-tier gold producer focused on the exploration, development, and operation of gold deposits in Guyana, South America. The company's primary operation is the Aurora Gold Mine."
1289,TSX,GVIC Communications Corp.,GCT,46212420.2,Canada,BC,Comm & Media,,"GVIC Communications Corp operates in three segments throughout Canada, the United States, the United Kingdom, and Australia. These segments are Environmental and Property Information, Commodity Information and Community Media. Environmental, Property and Financial Information includes the business to business content, marketing solutions and data information products which are environmental and property-related. Commodity Information includes the business to business content, marketing solutions and data information products which are agriculture, energy and mining-related. The Community Media segment, which is the key revenue driver, includes community media assets and related digital and printing operations."
1290,TSX,H&R Real Estate Investment Trust,HR.UN,6456698058.0,Canada,ON,Real Estate,Diversified,"H&R Real Estate Investment Trust is a real estate investment trust principally involved in the ownership of properties in Canada and the U.S. H&R owns and manages a real estate portfolio rather equally divided between property in the Canadian provinces of Ontario and Alberta and in the U.S. Office buildings located primarily in Ontario comprise the majority of H&R's assets, while shopping centers managed by Primaris Management and other retail facilities also make up a considerable share. H&R derives almost all of its revenue from the rental income it receives from its investment properties. The majority of this income is generated by its Canadian properties. In terms of property type, H&R's offices contribute to most of its total revenue."
1291,TSXV,H-Source Holdings Ltd.,HIS,15988342.155,USA,USA,Technology,Internet Software & Services,
